service_number,unit_id,unit_posting,service,rank,age,years_of_service,surge_exposure,latent_strain,label_positive
SYNTH-CRPF-07-347608,CRPF-07,left-wing extremism area,crpf,Sub-Inspector,39,17,0.4336,0.03265,0
SYNTH-CRPF-07-623683,CRPF-07,left-wing extremism area,crpf,Constable,25,1,0.7453,0.200903,0
SYNTH-CRPF-07-319777,CRPF-07,left-wing extremism area,crpf,Constable,26,3,0.7051,0.364558,0
SYNTH-CRPF-08-304446,CRPF-08,election duty,crpf,Inspector,44,21,0.6498,0.202822,0
SYNTH-CRPF-08-223868,CRPF-08,election duty,crpf,Head Constable,29,6,0.4657,0.016546,0
SYNTH-CRPF-08-339074,CRPF-08,election duty,crpf,Inspector,44,21,0.5442,0.278798,0
SYNTH-CRPF-08-724632,CRPF-08,election duty,crpf,Assistant Sub-Inspector,36,13,0.5881,0.249933,0
SYNTH-CRPF-08-816395,CRPF-08,election duty,crpf,Assistant Sub-Inspector,31,10,0.6505,0.25489,0
SYNTH-CRPF-08-935105,CRPF-08,election duty,crpf,Constable,24,4,0.8708,0.243787,0
SYNTH-CRPF-08-473789,CRPF-08,election duty,crpf,Head Constable,32,8,0.6807,0.349308,0
SYNTH-CRPF-08-964142,CRPF-08,election duty,crpf,Head Constable,28,7,0.7863,0.306596,0
SYNTH-CRPF-08-874619,CRPF-08,election duty,crpf,Head Constable,32,9,0.796,0.215846,0
SYNTH-CRPF-08-355788,CRPF-08,election duty,crpf,Inspector,41,21,0.4807,0.153341,0
SYNTH-CRPF-08-954076,CRPF-08,election duty,crpf,Sub-Inspector,41,18,0.942,0.350478,0
SYNTH-CRPF-08-178189,CRPF-08,election duty,crpf,Head Constable,29,8,0.8167,0.164499,0
SYNTH-CRPF-08-721172,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,13,0.3859,0.628413,1
SYNTH-CRPF-08-845399,CRPF-08,election duty,crpf,Constable,24,2,0.7078,0.647954,1
SYNTH-CRPF-08-172793,CRPF-08,election duty,crpf,Inspector,44,22,0.6943,0.45244,0
SYNTH-CRPF-08-218186,CRPF-08,election duty,crpf,Assistant Commandant,51,28,0.6696,0.100763,0
SYNTH-CRPF-08-190383,CRPF-08,election duty,crpf,Assistant Sub-Inspector,36,12,0.0956,0.21007,0
SYNTH-CRPF-08-236650,CRPF-08,election duty,crpf,Head Constable,27,5,0.5921,0.332932,0
SYNTH-CRPF-08-343601,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,11,0.7538,0.32481,0
SYNTH-CRPF-08-638672,CRPF-08,election duty,crpf,Head Constable,28,8,0.6183,0.367205,0
SYNTH-CRPF-08-641639,CRPF-08,election duty,crpf,Inspector,43,21,0.7697,0.040454,0
SYNTH-CRPF-08-253237,CRPF-08,election duty,crpf,Sub-Inspector,35,15,0.5359,0.218645,0
SYNTH-CRPF-08-825969,CRPF-08,election duty,crpf,Constable,24,3,0.6783,0.110036,0
SYNTH-CRPF-08-378036,CRPF-08,election duty,crpf,Constable,26,3,0.7653,0.216683,0
SYNTH-CRPF-08-295736,CRPF-08,election duty,crpf,Assistant Sub-Inspector,33,10,0.7989,0.057714,0
SYNTH-CRPF-08-249714,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,12,0.8613,0.377023,0
SYNTH-CRPF-08-596432,CRPF-08,election duty,crpf,Assistant Sub-Inspector,37,14,0.7298,0.331416,0
SYNTH-CRPF-08-792502,CRPF-08,election duty,crpf,Assistant Commandant,52,28,0.6446,0.18718,0
SYNTH-CRPF-08-151548,CRPF-08,election duty,crpf,Sub-Inspector,39,15,0.6601,0.138947,0
SYNTH-CRPF-08-605432,CRPF-08,election duty,crpf,Head Constable,32,9,0.5281,0.334599,0
SYNTH-CRPF-08-726909,CRPF-08,election duty,crpf,Constable,24,2,0.5708,0.268221,0
SYNTH-CRPF-08-687063,CRPF-08,election duty,crpf,Head Constable,30,9,0.9513,0.238328,0
SYNTH-CRPF-08-751959,CRPF-08,election duty,crpf,Constable,26,4,0.7061,0.303088,0
SYNTH-CRPF-08-261783,CRPF-08,election duty,crpf,Constable,24,1,0.5699,0.299335,0
SYNTH-CRPF-08-271507,CRPF-08,election duty,crpf,Inspector,44,20,0.4221,0.07306,0
SYNTH-CRPF-08-758170,CRPF-08,election duty,crpf,Head Constable,27,5,0.8447,0.080875,0
SYNTH-CRPF-08-871903,CRPF-08,election duty,crpf,Assistant Sub-Inspector,32,10,0.4651,0.713087,1
SYNTH-CRPF-08-417006,CRPF-08,election duty,crpf,Sub-Inspector,38,17,0.8253,0.113468,0
SYNTH-CRPF-08-902244,CRPF-08,election duty,crpf,Constable,24,4,0.9181,0.186475,0
SYNTH-CRPF-08-949889,CRPF-08,election duty,crpf,Constable,27,3,0.9412,0.357674,0
SYNTH-CRPF-08-864458,CRPF-08,election duty,crpf,Head Constable,29,8,0.8552,0.350261,0
SYNTH-CRPF-08-370448,CRPF-08,election duty,crpf,Constable,26,2,0.4956,0.234649,0
SYNTH-CRPF-08-776043,CRPF-08,election duty,crpf,Inspector,45,24,0.6114,0.348681,0
SYNTH-CRPF-08-967761,CRPF-08,election duty,crpf,Inspector,46,24,0.5755,0.115335,0
SYNTH-CRPF-08-973570,CRPF-08,election duty,crpf,Constable,25,3,0.2226,0.148198,0
SYNTH-CRPF-08-267006,CRPF-08,election duty,crpf,Head Constable,30,9,0.8678,0.380884,0
SYNTH-CRPF-08-306269,CRPF-08,election duty,crpf,Assistant Commandant,50,26,0.7389,0.436746,0
SYNTH-CRPF-08-875233,CRPF-08,election duty,crpf,Head Constable,28,7,0.9485,0.373605,0
SYNTH-CRPF-08-766503,CRPF-08,election duty,crpf,Head Constable,30,6,0.4347,0.010224,0
SYNTH-CRPF-08-767717,CRPF-08,election duty,crpf,Sub-Inspector,40,19,0.9174,0.077884,0
SYNTH-CRPF-08-406368,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,12,0.9328,0.229295,0
SYNTH-CRPF-08-538950,CRPF-08,election duty,crpf,Assistant Commandant,46,25,0.905,0.179441,0
SYNTH-CRPF-08-175128,CRPF-08,election duty,crpf,Inspector,42,20,0.4381,0.38934,0
SYNTH-CRPF-08-801363,CRPF-08,election duty,crpf,Assistant Sub-Inspector,36,14,0.7496,0.29796,0
SYNTH-CRPF-08-982459,CRPF-08,election duty,crpf,Constable,21,1,0.8029,0.275076,0
SYNTH-CRPF-08-549748,CRPF-08,election duty,crpf,Head Constable,30,6,0.2281,0.464563,0
SYNTH-CRPF-08-455873,CRPF-08,election duty,crpf,Sub-Inspector,36,16,0.2294,0.453765,0
SYNTH-CRPF-08-348125,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,11,0.5198,0.423528,0
SYNTH-CRPF-08-928285,CRPF-08,election duty,crpf,Constable,28,4,0.7223,0.427308,0
SYNTH-CRPF-08-886691,CRPF-08,election duty,crpf,Constable,26,3,0.2571,0.352469,0
SYNTH-CRPF-08-716355,CRPF-08,election duty,crpf,Inspector,45,24,0.1842,0.281394,0
SYNTH-CRPF-08-527245,CRPF-08,election duty,crpf,Head Constable,30,6,0.6387,0.32224,0
SYNTH-CRPF-08-663501,CRPF-08,election duty,crpf,Assistant Sub-Inspector,33,11,0.4708,0.464424,0
SYNTH-CRPF-08-437996,CRPF-08,election duty,crpf,Head Constable,25,5,0.469,0.099516,0
SYNTH-CRPF-08-400814,CRPF-08,election duty,crpf,Inspector,44,20,0.7257,0.222329,0
SYNTH-CRPF-08-671423,CRPF-08,election duty,crpf,Inspector,42,21,0.5846,0.377007,0
SYNTH-CRPF-08-237019,CRPF-08,election duty,crpf,Sub-Inspector,42,18,0.8542,0.057638,0
SYNTH-CRPF-08-176318,CRPF-08,election duty,crpf,Inspector,45,24,0.7503,0.238654,0
SYNTH-CRPF-08-713521,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,11,0.7663,0.293976,0
SYNTH-CRPF-08-723482,CRPF-08,election duty,crpf,Assistant Commandant,48,25,0.634,0.459326,0
SYNTH-CRPF-08-786655,CRPF-08,election duty,crpf,Head Constable,29,7,0.9506,0.559081,1
SYNTH-CRPF-08-961312,CRPF-08,election duty,crpf,Head Constable,29,7,0.4482,0.057192,0
SYNTH-CRPF-08-523815,CRPF-08,election duty,crpf,Assistant Commandant,50,26,0.8056,0.087257,0
SYNTH-CRPF-08-793344,CRPF-08,election duty,crpf,Assistant Sub-Inspector,36,13,0.601,0.186052,0
SYNTH-CRPF-08-390789,CRPF-08,election duty,crpf,Constable,24,2,0.4943,0.269735,0
SYNTH-CRPF-08-982752,CRPF-08,election duty,crpf,Assistant Commandant,52,28,0.4672,0.280095,0
SYNTH-CRPF-08-268123,CRPF-08,election duty,crpf,Constable,23,1,0.9624,0.159915,0
SYNTH-CRPF-08-961606,CRPF-08,election duty,crpf,Assistant Sub-Inspector,33,11,0.9374,0.281869,0
SYNTH-CRPF-08-626496,CRPF-08,election duty,crpf,Head Constable,30,6,0.0996,0.120286,0
SYNTH-CRPF-08-168287,CRPF-08,election duty,crpf,Inspector,43,23,0.7065,0.248598,0
SYNTH-CRPF-08-768885,CRPF-08,election duty,crpf,Assistant Commandant,50,27,0.6401,0.213239,0
SYNTH-CRPF-08-869454,CRPF-08,election duty,crpf,Assistant Sub-Inspector,32,10,0.6874,0.154471,0
SYNTH-CRPF-08-372567,CRPF-08,election duty,crpf,Head Constable,29,5,0.9536,0.366631,0
SYNTH-CRPF-08-420128,CRPF-08,election duty,crpf,Constable,21,1,0.8222,0.203288,0
SYNTH-CRPF-08-628274,CRPF-08,election duty,crpf,Inspector,43,20,0.1722,0.307097,0
SYNTH-CRPF-08-846184,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,11,0.5472,0.307764,0
SYNTH-CRPF-08-517784,CRPF-08,election duty,crpf,Constable,22,1,0.8904,0.165347,0
SYNTH-CRPF-08-187878,CRPF-08,election duty,crpf,Assistant Sub-Inspector,33,10,0.3507,0.290649,0
SYNTH-CRPF-08-193510,CRPF-08,election duty,crpf,Head Constable,26,5,0.9856,0.255319,0
SYNTH-CRPF-08-129488,CRPF-08,election duty,crpf,Sub-Inspector,38,17,0.2525,0.649912,1
SYNTH-CRPF-08-227058,CRPF-08,election duty,crpf,Assistant Commandant,47,25,0.2153,0.520172,0
SYNTH-CRPF-08-187100,CRPF-08,election duty,crpf,Head Constable,29,9,0.6454,0.138058,0
SYNTH-CRPF-08-954526,CRPF-08,election duty,crpf,Inspector,44,21,0.646,0.054268,0
SYNTH-CRPF-08-678038,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,14,0.6401,0.218907,0
SYNTH-CRPF-08-108925,CRPF-08,election duty,crpf,Assistant Commandant,51,28,0.6292,0.226026,0
SYNTH-CRPF-08-655033,CRPF-08,election duty,crpf,Sub-Inspector,37,16,0.5513,0.25552,0
SYNTH-CRPF-08-930094,CRPF-08,election duty,crpf,Constable,26,2,0.8688,0.143597,0
SYNTH-CRPF-08-952975,CRPF-08,election duty,crpf,Head Constable,32,9,0.8818,0.146402,0
SYNTH-CRPF-08-273008,CRPF-08,election duty,crpf,Head Constable,30,7,0.7087,0.194085,0
SYNTH-CRPF-08-900207,CRPF-08,election duty,crpf,Sub-Inspector,40,19,0.4267,0.579147,1
SYNTH-CRPF-08-901860,CRPF-08,election duty,crpf,Sub-Inspector,39,15,0.8143,0.472357,0
SYNTH-CRPF-08-279721,CRPF-08,election duty,crpf,Constable,25,4,0.9096,0.122597,0
SYNTH-CRPF-08-111384,CRPF-08,election duty,crpf,Inspector,47,23,0.6257,0.399846,0
SYNTH-CRPF-08-184260,CRPF-08,election duty,crpf,Sub-Inspector,40,18,0.5511,0.242425,0
SYNTH-CRPF-08-399319,CRPF-08,election duty,crpf,Assistant Sub-Inspector,31,10,0.8011,0.027736,0
SYNTH-CRPF-08-309681,CRPF-08,election duty,crpf,Head Constable,29,9,0.6323,0.064152,0
SYNTH-CRPF-08-769188,CRPF-08,election duty,crpf,Assistant Commandant,46,26,0.485,0.050465,0
SYNTH-CRPF-08-558941,CRPF-08,election duty,crpf,Sub-Inspector,39,17,0.6214,0.404775,0
SYNTH-CRPF-08-234511,CRPF-08,election duty,crpf,Head Constable,29,6,0.7669,0.383291,0
SYNTH-CRPF-08-136335,CRPF-08,election duty,crpf,Sub-Inspector,40,18,0.3666,0.248706,0
SYNTH-CRPF-08-347500,CRPF-08,election duty,crpf,Constable,24,3,0.7425,0.378851,0
SYNTH-CRPF-08-241646,CRPF-08,election duty,crpf,Inspector,45,22,0.4349,0.052044,0
SYNTH-CRPF-08-618241,CRPF-08,election duty,crpf,Assistant Commandant,49,25,0.9405,0.230522,0
SYNTH-CRPF-08-696433,CRPF-08,election duty,crpf,Constable,26,2,0.7929,0.210713,0
SYNTH-CRPF-08-469121,CRPF-08,election duty,crpf,Assistant Sub-Inspector,35,11,0.2231,0.13086,0
SYNTH-CRPF-08-924259,CRPF-08,election duty,crpf,Assistant Commandant,48,26,0.3423,0.670841,1
SYNTH-CRPF-08-661669,CRPF-08,election duty,crpf,Head Constable,30,6,0.5808,0.371722,0
SYNTH-CRPF-08-484775,CRPF-08,election duty,crpf,Assistant Commandant,51,28,0.71,0.041344,0
SYNTH-CRPF-08-786650,CRPF-08,election duty,crpf,Assistant Sub-Inspector,31,11,0.38,0.068997,0
SYNTH-CRPF-08-433348,CRPF-08,election duty,crpf,Head Constable,32,9,0.238,0.236675,0
SYNTH-CRPF-08-376888,CRPF-08,election duty,crpf,Assistant Commandant,52,28,0.8162,0.092429,0
SYNTH-CRPF-08-405783,CRPF-08,election duty,crpf,Head Constable,28,5,0.7102,0.222351,0
SYNTH-CRPF-08-487823,CRPF-08,election duty,crpf,Assistant Sub-Inspector,34,14,0.5036,0.084073,0
SYNTH-CRPF-08-124070,CRPF-08,election duty,crpf,Assistant Sub-Inspector,34,12,0.9038,0.455611,0
SYNTH-CRPF-08-343982,CRPF-08,election duty,crpf,Inspector,42,22,0.4928,0.086482,0
SYNTH-CRPF-08-161305,CRPF-08,election duty,crpf,Head Constable,28,7,0.6698,0.168844,0
SYNTH-CRPF-08-907217,CRPF-08,election duty,crpf,Assistant Commandant,46,25,0.9855,0.18684,0
SYNTH-CRPF-08-132936,CRPF-08,election duty,crpf,Assistant Commandant,48,25,0.9354,0.048929,0
SYNTH-CRPF-08-300068,CRPF-08,election duty,crpf,Assistant Commandant,46,25,0.1362,0.123738,0
SYNTH-CRPF-08-755817,CRPF-08,election duty,crpf,Assistant Commandant,50,27,0.8051,0.446189,0
SYNTH-CRPF-08-467490,CRPF-08,election duty,crpf,Sub-Inspector,41,17,0.6319,0.056396,0
SYNTH-CRPF-08-187396,CRPF-08,election duty,crpf,Constable,25,1,0.5151,0.382111,0
SYNTH-CRPF-08-263588,CRPF-08,election duty,crpf,Sub-Inspector,39,17,0.6291,0.076372,0
SYNTH-CRPF-08-286424,CRPF-08,election duty,crpf,Constable,25,3,0.9925,0.223808,0
SYNTH-CRPF-08-657280,CRPF-08,election duty,crpf,Inspector,46,24,0.3431,0.385641,0
SYNTH-CRPF-08-235156,CRPF-08,election duty,crpf,Constable,22,1,0.9682,0.360239,0
SYNTH-CRPF-08-190567,CRPF-08,election duty,crpf,Head Constable,29,5,0.4681,0.211121,0
SYNTH-CRPF-08-703161,CRPF-08,election duty,crpf,Head Constable,25,5,0.4834,0.259986,0
SYNTH-CRPF-08-749260,CRPF-08,election duty,crpf,Assistant Commandant,48,26,0.6849,0.410319,0
SYNTH-CRPF-08-830991,CRPF-08,election duty,crpf,Constable,27,4,0.6491,0.362801,0
SYNTH-CRPF-09-869062,CRPF-09,law and order deployment,crpf,Sub-Inspector,40,16,0.365,0.226531,0
SYNTH-CRPF-09-573143,CRPF-09,law and order deployment,crpf,Inspector,46,23,0.6364,0.105619,0
SYNTH-CRPF-09-237740,CRPF-09,law and order deployment,crpf,Head Constable,26,5,0.5804,0.208659,0
SYNTH-CRPF-09-677008,CRPF-09,law and order deployment,crpf,Head Constable,29,8,0.5293,0.08858,0
SYNTH-CRPF-09-399094,CRPF-09,law and order deployment,crpf,Inspector,43,20,0.8291,0.218282,0
SYNTH-CRPF-09-425150,CRPF-09,law and order deployment,crpf,Constable,24,3,0.6416,0.238223,0
SYNTH-CRPF-09-377958,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,32,10,0.7818,0.312536,0
SYNTH-CRPF-09-401439,CRPF-09,law and order deployment,crpf,Sub-Inspector,37,16,0.8729,0.208914,0
SYNTH-CRPF-09-464467,CRPF-09,law and order deployment,crpf,Inspector,42,21,0.7138,0.453937,0
SYNTH-CRPF-09-175314,CRPF-09,law and order deployment,crpf,Inspector,48,24,0.755,0.158409,0
SYNTH-CRPF-09-797357,CRPF-09,law and order deployment,crpf,Sub-Inspector,41,18,0.9547,0.390543,0
SYNTH-CRPF-09-559110,CRPF-09,law and order deployment,crpf,Assistant Commandant,48,27,0.7926,0.060111,0
SYNTH-CRPF-09-946698,CRPF-09,law and order deployment,crpf,Constable,28,4,0.3286,0.130298,0
SYNTH-CRPF-09-522176,CRPF-09,law and order deployment,crpf,Head Constable,29,6,0.9843,0.116531,0
SYNTH-CRPF-09-463301,CRPF-09,law and order deployment,crpf,Head Constable,29,8,0.7501,0.283178,0
SYNTH-CRPF-09-788736,CRPF-09,law and order deployment,crpf,Constable,26,2,0.5683,0.030974,0
SYNTH-CRPF-09-891191,CRPF-09,law and order deployment,crpf,Assistant Commandant,48,27,0.7937,0.133839,0
SYNTH-CRPF-09-740479,CRPF-09,law and order deployment,crpf,Constable,23,3,0.8283,0.0751,0
SYNTH-CRPF-09-566238,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,31,10,0.9078,0.305356,0
SYNTH-CRPF-09-332191,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,36,14,0.1243,0.375641,0
SYNTH-CRPF-09-244312,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,13,0.6778,0.152622,0
SYNTH-CRPF-09-644778,CRPF-09,law and order deployment,crpf,Constable,27,4,0.4569,0.507341,0
SYNTH-CRPF-09-122437,CRPF-09,law and order deployment,crpf,Sub-Inspector,37,17,0.3231,0.246232,0
SYNTH-CRPF-09-350565,CRPF-09,law and order deployment,crpf,Constable,25,3,0.801,0.323344,0
SYNTH-CRPF-09-423698,CRPF-09,law and order deployment,crpf,Constable,26,3,0.8312,0.157587,0
SYNTH-CRPF-09-980380,CRPF-09,law and order deployment,crpf,Head Constable,29,9,0.3513,0.540271,0
SYNTH-CRPF-09-716107,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,10,0.7501,0.282596,0
SYNTH-CRPF-09-381489,CRPF-09,law and order deployment,crpf,Head Constable,29,5,0.6496,0.329575,0
SYNTH-CRPF-09-645437,CRPF-09,law and order deployment,crpf,Assistant Commandant,49,28,0.171,0.336713,0
SYNTH-CRPF-09-907511,CRPF-09,law and order deployment,crpf,Assistant Commandant,45,25,0.5045,0.519528,0
SYNTH-CRPF-09-497581,CRPF-09,law and order deployment,crpf,Sub-Inspector,37,16,0.5141,0.112529,0
SYNTH-CRPF-09-557696,CRPF-09,law and order deployment,crpf,Constable,24,4,0.3609,0.408321,0
SYNTH-CRPF-09-102676,CRPF-09,law and order deployment,crpf,Assistant Commandant,48,28,0.3846,0.136375,0
SYNTH-CRPF-09-169635,CRPF-09,law and order deployment,crpf,Inspector,44,22,0.8289,0.435602,0
SYNTH-CRPF-09-308068,CRPF-09,law and order deployment,crpf,Sub-Inspector,43,19,0.7261,0.05093,0
SYNTH-CRPF-09-655391,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,33,10,0.588,0.515981,0
SYNTH-CRPF-09-784379,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,35,11,0.492,0.156892,0
SYNTH-CRPF-09-196950,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,13,0.7485,0.101172,0
SYNTH-CRPF-09-806040,CRPF-09,law and order deployment,crpf,Inspector,40,20,0.1762,0.215091,0
SYNTH-CRPF-09-982713,CRPF-09,law and order deployment,crpf,Sub-Inspector,38,18,0.7862,0.335728,0
SYNTH-CRPF-09-386797,CRPF-09,law and order deployment,crpf,Inspector,42,22,0.438,0.188277,0
SYNTH-CRPF-09-829217,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,31,11,0.4518,0.112309,0
SYNTH-CRPF-09-607402,CRPF-09,law and order deployment,crpf,Assistant Commandant,48,27,0.8364,0.275417,0
SYNTH-CRPF-09-994414,CRPF-09,law and order deployment,crpf,Constable,24,4,0.6772,0.452023,0
SYNTH-CRPF-09-773645,CRPF-09,law and order deployment,crpf,Constable,21,1,0.685,0.403411,0
SYNTH-CRPF-09-638623,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,10,0.6358,0.407587,0
SYNTH-CRPF-09-738080,CRPF-09,law and order deployment,crpf,Assistant Commandant,48,25,0.3864,0.223688,0
SYNTH-CRPF-09-716384,CRPF-09,law and order deployment,crpf,Assistant Commandant,47,26,0.7575,0.197375,0
SYNTH-CRPF-09-366301,CRPF-09,law and order deployment,crpf,Sub-Inspector,38,15,0.6086,0.075662,0
SYNTH-CRPF-09-195221,CRPF-09,law and order deployment,crpf,Constable,27,3,0.9126,0.556444,1
SYNTH-CRPF-09-667582,CRPF-09,law and order deployment,crpf,Constable,28,4,0.5226,0.47718,0
SYNTH-CRPF-09-797861,CRPF-09,law and order deployment,crpf,Constable,21,1,0.8642,0.60751,1
SYNTH-CRPF-09-106974,CRPF-09,law and order deployment,crpf,Inspector,44,23,0.8698,0.227036,0
SYNTH-CRPF-09-302398,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,12,0.9505,0.201068,0
SYNTH-CRPF-09-166090,CRPF-09,law and order deployment,crpf,Assistant Commandant,51,27,0.9086,0.359156,0
SYNTH-CRPF-09-705630,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,36,12,0.3362,0.094261,0
SYNTH-CRPF-09-986816,CRPF-09,law and order deployment,crpf,Sub-Inspector,39,15,0.7319,0.344768,0
SYNTH-CRPF-09-476569,CRPF-09,law and order deployment,crpf,Inspector,41,20,0.6323,0.439972,0
SYNTH-CRPF-09-851860,CRPF-09,law and order deployment,crpf,Constable,24,4,0.6961,0.239134,0
SYNTH-CRPF-09-653859,CRPF-09,law and order deployment,crpf,Assistant Commandant,49,28,0.6322,0.320534,0
SYNTH-CRPF-09-205996,CRPF-09,law and order deployment,crpf,Constable,24,1,0.2774,0.126318,0
SYNTH-CRPF-09-668100,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,32,12,0.2613,0.222242,0
SYNTH-CRPF-09-147280,CRPF-09,law and order deployment,crpf,Assistant Commandant,48,26,0.8391,0.189341,0
SYNTH-CRPF-09-422895,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,37,13,0.4596,0.035137,0
SYNTH-CRPF-09-853666,CRPF-09,law and order deployment,crpf,Constable,27,3,0.7057,0.084652,0
SYNTH-CRPF-09-578588,CRPF-09,law and order deployment,crpf,Constable,23,2,0.8502,0.298241,0
SYNTH-CRPF-09-733305,CRPF-09,law and order deployment,crpf,Inspector,46,23,0.9012,0.318605,0
SYNTH-CRPF-09-399519,CRPF-09,law and order deployment,crpf,Assistant Commandant,47,27,0.8928,0.419756,0
SYNTH-CRPF-09-136069,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,35,12,0.4234,0.559274,1
SYNTH-CRPF-09-256482,CRPF-09,law and order deployment,crpf,Constable,21,1,0.5798,0.18199,0
SYNTH-CRPF-09-464622,CRPF-09,law and order deployment,crpf,Constable,23,2,0.6135,0.214747,0
SYNTH-CRPF-09-125979,CRPF-09,law and order deployment,crpf,Sub-Inspector,37,17,0.9232,0.173138,0
SYNTH-CRPF-09-632853,CRPF-09,law and order deployment,crpf,Sub-Inspector,39,19,0.3165,0.182454,0
SYNTH-CRPF-09-338268,CRPF-09,law and order deployment,crpf,Sub-Inspector,39,19,0.5547,0.162536,0
SYNTH-CRPF-09-389546,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,10,0.8166,0.383743,0
SYNTH-CRPF-09-139130,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,34,12,0.8865,0.54095,0
SYNTH-CRPF-09-969877,CRPF-09,law and order deployment,crpf,Head Constable,30,8,0.6225,0.405087,0
SYNTH-CRPF-09-808151,CRPF-09,law and order deployment,crpf,Sub-Inspector,36,15,0.5514,0.450692,0
SYNTH-CRPF-09-750822,CRPF-09,law and order deployment,crpf,Assistant Commandant,50,27,0.6091,0.171106,0
SYNTH-CRPF-09-100031,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,36,13,0.6951,0.427006,0
SYNTH-CRPF-09-756458,CRPF-09,law and order deployment,crpf,Sub-Inspector,39,16,0.9273,0.385285,0
SYNTH-CRPF-09-354432,CRPF-09,law and order deployment,crpf,Sub-Inspector,38,15,0.5764,0.254758,0
SYNTH-CRPF-09-698568,CRPF-09,law and order deployment,crpf,Inspector,41,20,0.448,0.419125,0
SYNTH-CRPF-09-533987,CRPF-09,law and order deployment,crpf,Constable,24,3,0.5672,0.117461,0
SYNTH-CRPF-09-271976,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,31,11,0.2895,0.05845,0
SYNTH-CRPF-09-306364,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,35,14,0.417,0.095146,0
SYNTH-CRPF-09-347895,CRPF-09,law and order deployment,crpf,Head Constable,28,8,0.6302,0.356036,0
SYNTH-CRPF-09-237704,CRPF-09,law and order deployment,crpf,Constable,27,4,0.7703,0.144375,0
SYNTH-CRPF-09-188801,CRPF-09,law and order deployment,crpf,Inspector,43,23,0.6964,0.262797,0
SYNTH-CRPF-09-813217,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,35,13,0.7898,0.218326,0
SYNTH-CRPF-09-146362,CRPF-09,law and order deployment,crpf,Head Constable,32,8,0.1179,0.194652,0
SYNTH-CRPF-09-886388,CRPF-09,law and order deployment,crpf,Sub-Inspector,38,16,0.4698,0.083026,0
SYNTH-CRPF-09-461199,CRPF-09,law and order deployment,crpf,Constable,23,3,0.8291,0.444358,0
SYNTH-CRPF-09-501446,CRPF-09,law and order deployment,crpf,Sub-Inspector,38,16,0.4161,0.22924,0
SYNTH-CRPF-09-919446,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,33,13,0.7686,0.098886,0
SYNTH-CRPF-09-709861,CRPF-09,law and order deployment,crpf,Head Constable,25,5,0.4276,0.308114,0
SYNTH-CRPF-09-657183,CRPF-09,law and order deployment,crpf,Assistant Sub-Inspector,33,13,0.9808,0.098406,0
SYNTH-CRPF-09-124996,CRPF-09,law and order deployment,crpf,Assistant Commandant,46,25,0.8178,0.060717,0
SYNTH-CRPF-09-570129,CRPF-09,law and order deployment,crpf,Sub-Inspector,36,16,0.6898,0.194127,0
SYNTH-CRPF-09-819969,CRPF-09,law and order deployment,crpf,Inspector,45,23,0.9348,0.222724,0
SYNTH-CRPF-09-315308,CRPF-09,law and order deployment,crpf,Sub-Inspector,40,16,0.9622,0.086886,0
SYNTH-CRPF-09-510418,CRPF-09,law and order deployment,crpf,Constable,27,3,0.8173,0.385267,0
SYNTH-CRPF-09-355515,CRPF-09,law and order deployment,crpf,Sub-Inspector,36,15,0.8596,0.219941,0
SYNTH-CRPF-09-904402,CRPF-09,law and order deployment,crpf,Constable,27,3,0.851,0.233985,0
SYNTH-CRPF-09-246363,CRPF-09,law and order deployment,crpf,Inspector,47,24,0.2989,0.287123,0
SYNTH-CRPF-09-643961,CRPF-09,law and order deployment,crpf,Assistant Commandant,45,25,0.8317,0.248571,0
